owl,3.75544170416
owls,3.54367489229
birds,3.28310796437
murrelet,3.19209066026
waterfowl,3.16465798057
riparian,3.0491678953
species,3.02008930578
endangered,2.81031244415
habitat,2.72499621405
ecosystem,2.59860521422
checkerspot,2.58120186592
caribou,2.57556299566
gnatcatcher,2.54619757317
watersheds,2.53662508831
smelt,2.53381214407
gnatcatchers,2.52555737261
efforts,2.50431432551
forestalling,2.49310707971
pacify,2.48831677048
fortifying,2.46022603497
effort,2.45719151597
sockeye,2.45535453015
lemurs,2.44217979817
kaktovik,2.40323909098
roadless,2.3621381969
extinction,2.34233016258
wildlife,2.29009556643
country,2.24781868955
habitats,2.07929700422
moves,2.05301706635
forests,2.04958408475
wetlands,2.03114658551
wilderness,1.98053577714
militaries,1.95726428891
refuges,1.9554663596
hindering,1.94746147596
loggers,1.94622000164
mammals,1.91919571967
fauna,1.91688380523
world,1.91557158486
tongass,1.90782677606
migratory,1.90549537261
tried,1.90204078868
redoubled,1.89922659747
hopes,1.89896325262
aim,1.8966410644
amazonian,1.87905491732
fish,1.87423401611
squirrels,1.87372742603
mammal,1.86492534734
reorienting,1.85977938071
impeded,1.85854373506
lynchpin,1.8499459054
amazon,1.84541533262
internationalizing,1.83747670015
darter,1.83475714733
felling,1.83338254631
costcutting,1.82820227698
tropical,1.82770562798
clearcutting,1.81145752034
grizzly,1.80605346781
infestation,1.77076306601
exterminated,1.7622846286
ecologists,1.75378657396
bottomfish,1.75309228332
abalone,1.74762774254
spotted,1.73934914381
countries,1.68879805438
attempt,1.6318622438
steps,1.62599202638
attempts,1.60199712224
attempting,1.48256380418
ldcs,1.42013258524
nation,1.41067688642
helping,1.40530972445
trying,1.38758887901
actions,1.386343677
aims,1.37792870861
vowing,1.3733054725
sals,1.36480059979
involve,1.36051572884
desire,1.3549033947
intensified,1.35203586615
brazil,1.34563526179
plan,1.34497624819
eagerness,1.34447780007
argentina,1.34320344237
strategy,1.340133943
initiatives,1.3271426133
flagging,1.32335804508
prompted,1.31850041488
unwillingness,1.31817716001
flora,1.31780223949
intraregional,1.31509671218
striving,1.31332225251
impeding,1.31292559907
extinct,1.31246089414
try,1.31209012157
squanders,1.30626707591
ameliorate,1.3055440236
pressuring,1.30437640659
democratized,1.30412671996
redoubling,1.30272336478
underdeveloped,1.30045016975
relieve,1.30010529017
unced,1.29996727632
logging,1.29824446512
move,1.29742087013
marketizing,1.29712867745
continent,1.29712165762
rearmament,1.29617045162
trees,1.29560548118
tfr,1.2936597271
crocodiles,1.28988329166
willingness,1.28932332858
