habitat,2.60369740789
species,2.2260139411
forests,1.9512975254
effort,1.87895875051
efforts,1.87895875051
owls,1.87495788382
smelt,1.8286259727
attempts,1.63099349774
countries,1.62043576771
country,1.62043576771
attempt,1.6048797237
owl,1.52976086547
habitats,1.3816033143
attempting,1.35730441528
endangered,1.30908642744
desire,1.25549744427
helping,1.23605590553
unwillingness,1.22032105847
demise,1.0
steps,1.0
extinction,1.0
item,1.0
spotted,1.0
prevent,1.0
begun,1.0
wildlife,1.0
specify,1.0
save,1.0
america,1.0
involved,1.0
episode,1.0
native,1.0
highlighted,1.0
declines,1.0
nations,0.916726528755
disclose,0.874493772455
decline,0.843125170305
underscored,0.807265919936
discourage,0.807204657015
drop,0.782971610212
deter,0.771217659347
preventing,0.769406353771
avoid,0.765002522172
nation,0.756736260303
surge,0.742521859977
overshadowed,0.742448810116
exacerbated,0.741254202977
democracies,0.74006871551
quantify,0.73617768061
fisheries,0.735024539084
spend,0.734520129431
fauna,0.730818672593
runup,0.728298582451
rise,0.727989099083
highlights,0.723995726249
curb,0.723815387207
elaborate,0.723656979448
american,0.719547141866
drops,0.718717646209
engaged,0.717762546465
plunge,0.715244360695
protect,0.712593036386
refuges,0.712112469241
natives,0.70929335454
spotlighted,0.7080879228
wetlands,0.706031971981
avert,0.705814287604
continent,0.704073630842
thwart,0.701220543237
slippage,0.698861925442
dissuade,0.697109154296
started,0.695275048522
drama,0.693653884661
provoked,0.692261615887
story,0.691116745629
sparked,0.690208517492
precipitated,0.689357337423
wilderness,0.68740862015
add,0.687311686617
saved,0.68643227024
weakness,0.68561033808
underlined,0.685129998151
waterfowl,0.681663782455
identify,0.67949684247
conservation,0.679266822464
involving,0.677311171406
actions,0.676774120568
incident,0.674520720992
economies,0.673519268145
born,0.672754622476
divulge,0.672201355833
region,0.671896576838
birds,0.671308792084
precautions,0.669296340614
downfall,0.667795761507
ecosystem,0.667462891103
governments,0.667002899309
ancestral,0.657621964803
crocodiles,0.657198428917
thriller,0.654375493515
episodes,0.65283564206
connected,0.652804545405
affect,0.651642739089
budge,0.651619534449
collapse,0.650993678499
spectacle,0.650889463813
flashbacks,0.64903241537
immigrant,0.648150585695
migrated,0.647083823552
aware,0.646739363512
measures,0.64645136367
bring,0.646076066287
exporters,0.644908469852
step,0.644892907914
farce,0.642883742152
unrelated,0.640791493951
affair,0.638400084897
disappearance,0.635270630933
indians,0.63445942788
inhabitants,0.633818167949
confirm,0.632990596273
trying,0.632029667274
borders,0.631542870337
world,0.631401509434
action,0.628353680363
aims,0.62799219292
implicated,0.627627984907
involve,0.627133931707
poland,0.626518281513
logging,0.626048527713
unaware,0.624812787604
raise,0.624681910506
wring,0.620766685565
contribute,0.617352513644
ancestry,0.617290465241
china,0.616800593244
pledges,0.612416765699
striving,0.611419447125
handled,0.611209164054
eliminate,0.609520538594
indicate,0.608350002001
moves,0.608311072901
intensified,0.605193367896
lose,0.603863973633
tribes,0.603861432592
initiated,0.603250856655
ancestors,0.60016546121
upheavals,0.599837693813
debacle,0.596728387035
embarked,0.595449139486
troubles,0.595134674502
proceeded,0.593731594739
upheaval,0.592683037262
stopped,0.59235469541
loggers,0.581815245293
elephant,0.581455598977
murrelet,0.580684965281
bilateral,0.580168277706
gazed,0.579077237059
regions,0.578752136449
extinct,0.57831762071
capitals,0.578193076765
circled,0.571164799855
shortcuts,0.570511746148
chaos,0.569178279451
gnatcatcher,0.566182118364
pains,0.565873719367
abated,0.562990311041
stance,0.562970615517
turmoil,0.561344365162
stalled,0.554639467648
horned,0.553961827417
slowed,0.551457864824
hauled,0.548698567712
landed,0.537796482997
shreds,0.53505611958
gnatcatchers,0.533129559506
buried,0.53127024143
desertification,0.507368769379
items,0.501467558109
carolina,0.493848008519
africa,0.490541100716
kyongsang,0.490448646068
korea,0.478284773396
dakotans,0.477977262957
oceania,0.47172717134
fereydon,0.470316131036
mattituck,0.466612312902
calculating,0.455869050682
catchall,0.44760191172
limitation,0.443529924922
veto,0.438516629566
vetoes,0.437471998848
gab,0.428444144036
id,0.419383342228
comma,0.418426497057
